57	207	205
53	184	183
27	119	67
35	191	99
22	125	62
29	105	69
28	97	68
26	114	66
56	203	199
23	129	63
42	165	132
37	176	109
34	96	94
40	124	122
38	115	112
50	172	168
50	169	167
45	148	145
53	186	182
56	201	198
57	208	204
1	136	77
2	140	74
2	59	140
16	76	204
14	70	182
4	108	83
7	89	98
5	126	78
7	98	85
9	102	84
8	116	82
15	159	198
6	131	79
6	64	131
4	88	108
10	158	95
12	150	123
11	193	113
14	151	167
15	71	168
13	177	146
16	178	183
17	81	199
17	194	205
43	137	149
44	141	144
19	75	156
20	60	90
30	86	91
37	109	120
33	73	190
41	127	130
35	99	107
36	103	106
39	117	121
48	158	192
42	132	135
24	80	164
32	72	175
48	159	160
46	151	152
55	194	195
46	150	166
31	87	93
52	178	179
52	177	181
25	65	92
55	193	197
45	147	149
43	138	144
47	157	156
25	207	90
20	184	91
39	119	120
54	191	190
40	125	130
36	105	107
34	97	106
38	114	121
54	203	192
41	129	135
49	165	164
51	176	175
24	96	160
19	124	152
33	115	195
49	172	166
30	169	93
32	148	179
47	186	181
31	201	92
51	208	197
45	145	147
43	136	138
47	154	157
25	81	207
20	76	184
39	116	119
54	188	191
40	122	125
36	102	105
34	94	97
38	112	114
54	189	203
41	126	129
49	162	165
51	173	176
24	64	96
19	59	124
33	89	115
49	163	172
30	70	169
32	88	148
47	155	186
31	71	201
51	174	208
43	139	136
44	142	140
19	143	59
20	206	76
30	185	70
37	110	108
33	101	89
41	128	126
35	100	98
36	104	102
39	118	116
48	202	159
42	133	131
24	134	64
32	111	88
48	161	158
46	153	150
55	196	193
46	171	151
31	170	71
52	180	177
52	187	178
25	200	81
55	209	194
13	146	137
13	137	141
14	155	75
3	65	60
3	60	86
11	117	109
17	189	73
12	123	127
10	103	99
10	95	103
11	113	117
10	188	158
12	127	132
15	163	80
16	174	72
15	80	159
14	75	151
17	73	194
12	162	150
3	86	87
16	72	178
13	154	177
3	87	65
11	173	193
21	139	147
18	142	138
44	143	157
57	206	207
53	185	184
27	110	119
35	101	191
22	128	125
29	100	105
28	104	97
26	118	114
56	202	203
23	133	129
42	134	165
37	111	176
34	161	96
40	153	124
38	196	115
50	171	172
50	170	169
45	180	148
53	187	186
56	200	201
57	209	208
147	145	61
138	136	58
157	154	141
207	81	205
184	76	183
119	116	67
191	188	99
125	122	62
105	102	69
97	94	68
114	112	66
203	189	199
129	126	63
165	162	132
176	173	109
96	64	94
124	59	122
115	89	112
172	163	168
169	70	167
148	88	145
186	155	182
201	71	198
208	174	204
136	139	77
140	142	74
59	143	140
76	206	204
70	185	182
108	110	83
89	101	98
126	128	78
98	100	85
102	104	84
116	118	82
159	202	198
131	133	79
64	134	131
88	111	108
158	161	95
150	153	123
193	196	113
151	171	167
71	170	168
177	180	146
178	187	183
81	200	199
194	209	205
137	146	149
141	137	144
75	155	156
60	65	90
86	60	91
109	117	120
73	189	190
127	123	130
99	103	107
103	95	106
117	113	121
158	188	192
132	127	135
80	163	164
72	174	175
159	80	160
151	75	152
194	73	195
150	162	166
87	86	93
178	72	179
177	154	181
65	87	92
193	173	197
147	139	149
138	142	144
157	143	156
207	206	90
184	185	91
119	110	120
191	101	190
125	128	130
105	100	107
97	104	106
114	118	121
203	202	192
129	133	135
165	134	164
176	111	175
96	161	160
124	153	152
115	196	195
172	171	166
169	170	93
148	180	179
186	187	181
201	200	92
208	209	197
64
1	58
2	59
3	60
4	61
2	62
5	63
6	64
3	65
7	66
8	67
6	68
9	69
14	70
15	71
16	72
17	73
18	74
19	75
20	76
21	77
22	78
23	79
24	80
25	81
26	82
27	83
28	84
29	85
30	86
31	87
32	88
33	89
58	18
59	19
60	20
61	21
62	22
63	23
64	24
65	25
66	26
67	27
68	28
69	29
70	30
71	31
72	32
73	33
74	2
75	14
76	16
77	1
78	5
79	6
80	15
81	17
82	8
83	4
84	9
85	7
86	3
87	3
88	4
89	7
1	0
1	2
1	3
1	0
2	0
2	0
2	4
3	4
3	0
3	0
4	0
4	0
1	2
2	4
1	3
3	4
1	0
1	2
1	3
1	0
2	0
2	0
2	4
3	4
3	0
3	0
4	0
4	0
1	2
2	4
1	3
3	4
1	0
1	2
1	3
1	0
2	0
2	0
2	4
3	4
3	0
3	0
4	0
4	0
1	2
2	4
1	3
3	4
1	0
1	2
1	3
1	0
2	0
2	0
2	4
3	4
3	0
3	0
4	0
4	0
1	2
2	4
1	3
3	4
